id	ribocop	rpbp	riborf	ribowave	truth
ENSG00000167642_ENST00000301244_ribo	0.4554214519539562	457.87416663103716	1.5462	0.0805891203788347	1.0
ENSG00000165516_ENST00000298307_ribo	0.3351413861000753	189.29433994077203	0.7739	0.0234811711379709	1.0
ENSG00000104549_ENST00000265896_ribo	0.3160765721195548	369.23476197100536	0.5043	1.0	1.0
ENSG00000150455_ENST00000392678_rna	0.17638342073763918	30.038665518909056	0.3292	1.0	0.0
ENSG00000148516_ENST00000542815_ribo	0.2460764642431052	70.77097854756357	0.1012	1.0	1.0
ENSG00000160785_ENST00000359511_ribo	0.2135577900284185	251.07610701575118	1.0737	1.0	1.0
ENSG00000160785_ENST00000359511_rna	0.08072183418762745	30.001909685719056	0.3471	1.0	0.0
ENSG00000146872_ENST00000326270_ribo	0.3056560248650959	-11.091535457717328	0.2703	0.5959983415422769	1.0
ENSG00000146872_ENST00000326270_rna	0.10383715380393864	6.732912657348152	0.3178	1.0	0.0
ENSG00000118217_ENST00000367942_ribo	0.3378756274444981	54.12727389048453	1.1087	0.0778981704586421	1.0
ENSG00000173581_ENST00000308964_ribo	0.35717225040714623	160.31974403111803	0.2682	1.0	1.0
ENSG00000173581_ENST00000308964_rna	0.07162876559124931	-0.3388707491637888	0.3227	0.205978293050167	0.0
ENSG00000183208_ENST00000558017_rna	0.2608695652173914	216.53284066176684	0.3136	1.0	0.0
ENSG00000136603_ENST00000259119_ribo	0.28147004175057994	97.14778051976322	0.3470	0.27803231309805604	1.0
ENSG00000136603_ENST00000259119_rna	0.04409936378853867	25.811925991386943	0.3862	1.0	0.0
ENSG00000114956_ENST00000348222_ribo	0.3123654930670816	33.68742696396363	0.8883	1.0	1.0
ENSG00000114956_ENST00000348222_rna	0.06909602636861822	0.31527360380719927	0.3149	0.14561780150648002	0.0
ENSG00000156110_ENST00000541550_ribo	0.31728657123027004	201.08847329559933	0.9566	0.0640426377746342	1.0
ENSG00000156110_ENST00000541550_rna	0.05306496244962757	106.02320085793048	0.3198	3.3050143625750802e-06	0.0
ENSG00000110514_ENST00000349238_ribo	0.2139080818166817	-10.329541470168806	0.1293	1.0	1.0
ENSG00000172869_ENST00000311085_ribo	0.19123957371493935	194.6952897380179	0.5971	1.0	1.0
ENSG00000172869_ENST00000311085_rna	0.04160590993118782	-135.2073868285588	0.4266	1.0	0.0
ENSG00000001167_ENST00000341376_ribo	0.30182695466067405	52.81129509917787	0.1442	1.0	1.0
ENSG00000110881_ENST00000228468_ribo	0.3849001794597505	385.1740164060036	0.8491	1.0	1.0
ENSG00000110881_ENST00000228468_rna	0.2458003461808073	13.586783694738415	0.3056	0.124165293827053	0.0
ENSG00000143373_ENST00000336715_ribo	0.3943034448385788	29.836621111409386	0.8270	1.0	1.0
ENSG00000143373_ENST00000336715_rna	0.03680917351865809	87.42509764094802	0.3505	1.0	0.0
ENSG00000064042_ENST00000313860_ribo	0.15486269141997974	28.038277407160876	0.9981	0.27214317046271397	1.0
ENSG00000006125_ENST00000621914_ribo	0.3098887698133614	17.589056452581843	0.3235	1.0	1.0
ENSG00000006125_ENST00000621914_rna	0.02995081267932925	-1.475657550513585	0.3695	1.0	0.0
ENSG00000073711_ENST00000264977_ribo	0.6226998490772391	311.4946015929081	1.1091	1.0	1.0
ENSG00000073711_ENST00000264977_rna	0.12154459920156305	22.056136028986202	0.2745	1.0	0.0
ENSG00000140367_ENST00000561851_ribo	0.3148381802252632	38.69571566830882	0.5959	0.112962982457776	1.0
ENSG00000157978_ENST00000374338_ribo	0.5637371563011833	57.58146090627929	1.3318	0.253844875936822	1.0
ENSG00000143164_ENST00000432587_ribo	0.13754078756961302	22.167881624853408	0.2149	1.0	1.0
ENSG00000143164_ENST00000432587_rna	0.02471416091418476	4.9428851054152005	0.3099	0.000364555848895054	0.0
ENSG00000088305_ENST00000353855_ribo	0.4000000000000002	-551.9148680982544	0.5547	1.0	1.0
ENSG00000065613_ENST00000369755_ribo	0.13468792469064175	33.991113810648585	0.4402	1.0	1.0
ENSG00000124151_ENST00000371997_ribo	0.15684397620721066	341.43212851588214	0.7435	1.0	1.0
ENSG00000154473_ENST00000368865_ribo	0.3992649212579369	0.8435036928575244	0.6864	4.7010999402517e-13	1.0
ENSG00000133216_ENST00000374632_ribo	0.2614878254450338	118.44829428728099	0.4308	0.187188784370583	1.0
ENSG00000133216_ENST00000374632_rna	0.08459444002930905	184.0835673199649	0.2470	0.23851386438861702	0.0
ENSG00000168538_ENST00000334690_ribo	0.4296052049786773	14.275056489638473	0.8308	0.5539770209868911	1.0
ENSG00000168538_ENST00000334690_rna	0.08405449889932627	-0.7861953272166389	0.2739	1.0	0.0
ENSG00000132603_ENST00000254940_ribo	0.4891979604891654	38.66370643440825	1.4117	0.07305561063759701	1.0
ENSG00000052126_ENST00000424268_ribo	0.2844861517327741	181.6536827829509	0.5727	1.0	1.0
ENSG00000172590_ENST00000397505_ribo	0.337571917633372	128.00441737310047	0.3751	1.0	1.0
ENSG00000172590_ENST00000397505_rna	0.08034022908250052	1.4828867244061712	0.3293	1.0	0.0
ENSG00000118640_ENST00000263864_ribo	0.369362392772697	52.85706346177011	1.3005	0.337682384078411	1.0
ENSG00000118640_ENST00000263864_rna	0.18265978102063776	17.63619286538372	0.2714	1.0	0.0
